prime_award_report_id,prime_award_piid,prime_award_idvpiid,prime_award_federal_award_id,type_of_spending,prime_award_date_submitted,prime_award_report_month,prime_award_report_year,prime_award_report_type,prime_award_principal_place_street,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_district,prime_award_principal_place_country,prime_awardee_parent_duns,prime_awardee_parent_contractor_name,prime_award_contracting_agency_id,prime_award_contracting_agency_name,prime_award_contracting_office_id,prime_award_contracting_office_name,prime_award_funding_agency_id,prime_award_funding_agency_name,prime_award_funding_office_id,prime_award_funding_office_name,prime_award_program_source_agency,prime_award_program_source_account,prime_award_program_source_subaccount,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,prime_award_principal_naics_code,prime_award_principal_naics_desc,prime_award_cfda_program_number_title_codes,prime_award_amount,prime_award_date_signed,prime_award_project_description,prime_award_transaction_type,prime_award_program_title,prime_awardee_recovery_model_q1,prime_awardee_recovery_model_q2,prime_award_fiscal_year,prime_award_contracting_major_agency_id,prime_award_contracting_major_agency_name,prime_award_funding_major_agency_id,prime_award_funding_major_agency_name,prime_award_agencyid,prime_award_idvagencyid,subawardee_dunsnumber,subawardee_name,subawardee_dba_name,subawardee_street,subawardee_city,subawardee_state,653491561,subawardee_congressionaldistrict,subawardee_countrycode,subaward_principal_place_street,subaward_principal_place_city,subaward_principal_place_state,subaward_principal_place_zip,subaward_principal_place_district,subaward_principal_place_country,subawardee_parent_duns,subawardee_parent_contractor_name,subaward_amount,subaward_date,subaward_principal_naics_code,subaward_principal_naics_desc,subaward_funding_office_id,subaward_funding_office_name,subaward_federal_agency_id,subaward_federal_agency_name,subaward_major_agency_id,subaward_major_agency_name,subaward_number,subaward_project_description,subawardee_recovery_model_q1,subawardee_recovery_model_q2,subaward_report_month,subaward_report_year,subaward_fiscal_year,subawardee_executive1,subawardee_executive1_compensation,subawardee_executive2,subawardee_executive2_compensation,subawardee_executive3,subawardee_executive3_compensation,subawardee_executive4,subawardee_executive4_compensation,subawardee_name,subawardee_executive5_compensation,subawardee_business_types,subaward_cfda_program_number_title_codes
{B838F9DC-74C9-AD9E-CDF0-01F2C7DE32E8},,,18X9205464MN14,"sg",11/06/2015,"10","2015","","","RAMSEY","MN",551012190,"04","USA",804886729,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.600",6537542,03/25/2014,"164 TRANSFER FUNDS","","State and Community Highway Safety;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,804886729,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF","Minnesota Dept -Public Safety","445 MINNESOTA STREET","SAINT PAUL","MN",551012190,"04",USA,"","St. Paul","MN",551062802,04,USA,064754757,"",256560,10/01/2015,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",A-DWIMAP16-2016-BCA-00002,"DWI Analytics","","",10,2015,2016,"",,"",,"",,"",,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF",,"","20.600"
{B838F9DC-74C9-AD9E-CDF0-01F2C7DE32E8},,,18X9205464MN14,"sg",11/06/2015,"10","2015","","","RAMSEY","MN",551012190,"04","USA",804886729,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.600",6537542,03/25/2014,"164 TRANSFER FUNDS","","State and Community Highway Safety;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,804886729,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF","Minnesota Dept -Public Safety","445 MINNESOTA STREET","SAINT PAUL","MN",551012190,"04",USA,"","St. Paul","MN",551012190,04,USA,064754757,"",368500,10/01/2015,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",A-LOCK16-2016-DVS-00002,"Ignition Interlock","","",10,2015,2016,"",,"",,"",,"",,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF",,"","20.600"
{B838F9DC-74C9-AD9E-CDF0-01F2C7DE32E8},,,18X9205464MN14,"sg",11/06/2015,"10","2015","","","RAMSEY","MN",551012190,"04","USA",804886729,"PUBLIC SAFETY, MINNESOTA DEPARTMENT OF",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.600",6537542,03/25/2014,"164 TRANSFER FUNDS","","State and Community Highway Safety;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,076484856,"NORTHFIELD, CITY OF","CITY HALL","801 WASHINGTON ST","NORTHFIELD","MN",550572565,"02",USA,"","Northfield","MN",550573394,02,USA,076484856,"",48855,10/01/2015,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",A-ENFRC16-2016-NORTHFPD-00026,"2016 TZD Enforcement","","",10,2015,2016,"",,"",,"",,"",,"NORTHFIELD, CITY OF",,"","20.600"
{1E3D22EA-1263-4996-D450-0228BAC46B57},,,18X9204020AL14,"sg",11/16/2015,"11","2015","","","MONTGOMERY","AL",361044325,"03","USA",062620604,"ECONOMIC AND COMMUNITY AFFAIRS, ALABAMA DEPARTMENT OF",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"Claudia  Smith",169674.00,"Brian  Atkins",149695.00,"Scott  Randolph",146777.00,"Steve  Walkley",146777.00,"Tammy  Rolling",143517.00,"","","20.600",3814086,11/07/2013,"SECTION 402 STATE AND COMMUNITY HIGHWAY","","State and Community Highway Safety;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,831542035,"OPELIKA, CITY OF","","204 S 7TH ST","OPELIKA","AL",368014904,"03",USA,"","Opelika ","AL",368014904,03,USA,,"",252640,10/01/2015,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",16-SP-PT-005,"Selective Traffic Enforcement Project","","",10,2015,2016,"",,"",,"",,"",,"OPELIKA, CITY OF",,"","20.600"
{314143BB-A93F-298C-9A0F-D1AB40BB4F0F},,,DTNH2214H00449,"sg",11/16/2015,"11","2015","","","OAKLAND","MI",483315712,"09","USA",079195332,"CRASH AVOIDANCE METRICS PARTNERS LLC",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.614",32000,07/30/2014,"V2V SYSTEMS ENGINEERING","","National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants ;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,191510239,"WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION","","886 CHESTNUT RIDGE","MORGANTOWN","WV",26506,"01",USA,"","Morgantown","WV",265066109,01,USA,,"",99299.76,10/26/2015,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",CAMP0000099,"Technical work to be performed for the V2V-Communications Research Project (CAP No. 0004)","","",10,2015,2016,"",,"",,"",,"",,"WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION",,"","20.614"
{CF7DB91A-088C-98A9-F91A-B619AD0743CC},,,18X920405dAL14,"sg",11/20/2015,"11","2015","","","MONTGOMERY","AL",361044325,"03","USA",062620604,"ECONOMIC AND COMMUNITY AFFAIRS, ALABAMA DEPARTMENT OF",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"Claudia  Smith",169674.00,"Brian  Atkins",149695.00,"Scott  Randolph",146777.00,"Steve  Walkley",146777.00,"Tammy  Rolling",143517.00,"","","20.616",2418874,11/27/2013,"SECTION 405(d) Impaired Driving Countermeasures","","National Priority Safety Programs;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,091407742,"ENTERPRISE STATE COMMUNITY COLLEGE","","600 PLAZA DR","ENTERPRISE","AL",363303302,"02",USA,"","Enterprise","AL",363303302,02,USA,004027553,"",67326.73,08/19/2016,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",16-HD-M5-006,"Drive Sober or Get Pulled Over Enforcement Campaign ","","",8,2016,2016,"Cynthia T Anthony",155634.00,"Cynthia T Anthony",155634.00,"Cynthia T Anthony",155634.00,"Alonzetta  Landrum-Sims",115926.00,"ENTERPRISE STATE COMMUNITY COLLEGE",113926.00,"","20.616"
{CF7DB91A-088C-98A9-F91A-B619AD0743CC},,,18X920405dAL14,"sg",11/20/2015,"11","2015","","","MONTGOMERY","AL",361044325,"03","USA",062620604,"ECONOMIC AND COMMUNITY AFFAIRS, ALABAMA DEPARTMENT OF",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"Claudia  Smith",169674.00,"Brian  Atkins",149695.00,"Scott  Randolph",146777.00,"Steve  Walkley",146777.00,"Tammy  Rolling",143517.00,"","","20.616",2418874,11/27/2013,"SECTION 405(d) Impaired Driving Countermeasures","","National Priority Safety Programs;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,831542035,"OPELIKA, CITY OF","","204 S 7TH ST","OPELIKA","AL",368014904,"03",USA,"","Opelika","AL",368014904,03,USA,,"",59405.94,08/19/2016,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",16-HD-M5-009,"Drive Sober or Get Pulled Over Enforcement Campaign","","",8,2016,2016,"",,"",,"",,"",,"OPELIKA, CITY OF",,"","20.616"
{E2953A21-FC1B-28F8-E6A4-B002F8FCDF29},,,DTNH2214H00449,"sg",12/29/2015,"12","2015","","","OAKLAND","MI",483315712,"09","USA",079195332,"CRASH AVOIDANCE METRICS PARTNERS LLC",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.614",32000,07/30/2014,"V2V SYSTEMS ENGINEERING","","National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants ;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6940,,003137015,"VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","VIRGINIA TECH","300 TURNER ST NW, SUITE 4200","BLACKSBURG","VA",240610001,"09",USA,"","Blacksburg","VA",240610001,09,USA,003137015,"",117148.8,11/25/2015,,"",,"",6940,"NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION",6900,"Department of Transportation",CAMP0000120,"Technical work to be performed for the V2V-CR project (Work Order No. 0004).","","",11,2015,2016,"",,"",,"",,"",,"VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY",,"","20.614"
{AA4E20B7-94FC-949C-40D3-F7BC8D12E038},,,29LU2EH280105,"sg",12/31/2015,"11","2015","","","DUNKLIN                  ","MO",63852,"08","USA",025280335,"TRANSPORTATION, MISSOURI DEPARTMENT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",186120,04/15/2014,"CLARKTON C4 SCHOOL DIST PED PATH ON OAK ST (SCHOOL TO COMMERCIAL ST) AND ON MAIN ST (E PAGE ST TO CITY PARK)","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,150489284,"DUNKLIN, COUNTY OF","COUNTY CLERK","COURTHOUSE SQUARE","KENNETT","MO",63857,"08",USA,"","KENNETT","MO",638572056,08,USA,150489284,"",19413.01,12/31/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",H280105,"DUNKLIN CO:CLARKTON C4 SCHOOL DIST PED PATH ON OAK ST (SCHOOL TO COMMERCIAL ST) AND ON MAIN ST (E PAGE ST TO CITY PARK)&#xD;","","",12,2015,2016,"",,"",,"",,"",,"DUNKLIN, COUNTY OF",,"","20.205"
{FF7B7FD8-ABAA-1D21-B41D-314CE073833E},,,340001276M00131,"sg",01/06/2016,"10","2015","","","MONMOUTH                 ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",440453,08/18/2014,"ROUTE 9 KENNEDY BLVD TO MOROZ STREET","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,081992448,"JOSEPH DEFINO TRUCKING COMPANY, INCORPORATED","DEFINO CONTRACTING CO","28 INDUSTRIAL DR","KEYPORT","NJ",077356114,"06",USA,"","KEYPORT","NJ",077356114,06,USA,,"",2826.49,10/15/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1504530,"ROUTE 9 KENNEDY BLVD TO MOROZ","","",10,2015,2016,"",,"",,"",,"",,"JOSEPH DEFINO TRUCKING COMPANY, INCORPORATED",,"","20.205"
{66E4936B-7AAE-5020-FEA8-9B9C2B180CC6},,,340012113L05E11,"sg",01/06/2016,"10","2015","","","GLOUCESTER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",727941,01/23/2014,"ROUTE 322/CR 551 KINGS HIGHWAY","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",71144.46,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0824510,"RTE. 322 / KINGS HIGHWAY","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{55BECCCE-9085-74DD-6CD2-A0DFF5A1970F},,,340016163L24E31,"sg",01/06/2016,"10","2015","","","CAMDEN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",308593,05/07/2014,"ROUTE 30/130 COLLINGSWOOD/PENNSAUKEN PHASE B PODI-FINANCE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,045793460,"DEWBERRY ENGINEERS INC","Dewberry","200 BROADACRES DR STE 410","BLOOMFIELD","NJ",070033154,"08",USA,"","BLOOMFIELD","NJ",070033154,08,USA,621316814,"",6290.2,10/29/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0404512,"RT. 30/130 COLLINGSWOOD(PH.B)","","",10,2015,2016,"",,"",,"",,"",,"DEWBERRY ENGINEERS INC",,"","20.205"
{336A9D21-E0FF-00BC-0D7D-5E0F36DEFF19},,,340016166M00130,"sg",01/06/2016,"10","2015","","","CAMDEN                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",8850202,09/11/2014,"ROUTE 30 EVESHAM ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,859194904,"MOUNT CONSTRUCTION COMPANY, INC.","","427 S WHITE HORSE PIKE","BERLIN","NJ",080099003,"01",USA,"","BERLIN","NJ",080099003,01,USA,,"",139127.69,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0403511,"ROUTE 30 AND EVESHAM ROAD","","",10,2015,2016,"",,"",,"",,"",,"MOUNT CONSTRUCTION COMPANY, INC.",,"","20.205"
{FB4C300B-3D41-9444-24E8-06E2A107B546},,,340016166M00131,"sg",01/06/2016,"10","2015","","","CAMDEN                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1886746,09/11/2014,"ROUTE 30 EVESHAM ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,859194904,"MOUNT CONSTRUCTION COMPANY, INC.","","427 S WHITE HORSE PIKE","BERLIN","NJ",080099003,"01",USA,"","BERLIN","NJ",080099003,01,USA,,"",4979.62,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0403511,"ROUTE 30 AND EVESHAM ROAD","","",10,2015,2016,"",,"",,"",,"",,"MOUNT CONSTRUCTION COMPANY, INC.",,"","20.205"
{F4C14F7E-E1F9-BF4C-4D4D-FFB043EAC77D},,,340016169L05E11,"sg",01/06/2016,"10","2015","","","ATLANTIC","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",183367,08/05/2014,"ROUTE 30 ILLINOIS AVENUE TO GRAMMERCY AVENUE PAVEMENT","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,044543783,"URBAN ENGINEERS, INC.","URBAN SYSTEMS","530 WALNUT STREET","PHILADELPHIA","PA",191063619,"01",USA,"","PHILADELPHIA","PA",191063619,01,USA,044543783,"",77676.34,10/14/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0103509,"RT 30 ILL. AVE TO GRAMMERCY A","","",10,2015,2016,"",,"",,"",,"",,"URBAN ENGINEERS, INC.",,"","20.205"
{14CD8ECF-09AB-BBF5-5DC2-CAA93F1FFC9E},,,340017174LZ2E31,"sg",01/06/2016,"10","2015","","","MERCER                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",734940,03/31/2014,"ROUTE 130 ADAPTIVE SIGNAL CONTRACT PODI-REVIEW","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,074103508,"JACOBS ENGINEERING GROUP INC.","","155 N LAKE AVE","PASADENA","CA",911011848,"29",USA,"","PASADENA","CA",911011848,29,USA,074103508,"",64882.25,10/21/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205660,"US RT 130 ADAPT TRAF SIGNAL #1","","",10,2015,2016,"",,"",,"",,"",,"JACOBS ENGINEERING GROUP INC.",,"","20.205"
{90993AF0-D20C-BA8A-312A-B3E687FB8A0B},,,340019126L05E11,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",496961,04/29/2014,"NHS-0019(126) - PE - NJTPA Route 72 East Road","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,056668700,"PARSONS BRINCKERHOFF, INC.","P B","ONE PENN PLAZA SUITE 200","NEW YORK","NY",101190002,"08",USA,"","NEW YORK","NY",101190002,08,USA,202983805,"",41766.3,10/07/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1512524,"ROUTE 72 EAST ROAD","","",10,2015,2016,"",,"",,"",,"",,"PARSONS BRINCKERHOFF, INC.",,"","20.205"
{8BA02380-01A3-F48F-CA96-E3A445C44589},,,340020119M00132,"sg",01/06/2016,"10","2015","","","BURLINGTON","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",637360,06/09/2014,"NHP-0020(119) - CON - DVRPC Rt 38 from 30/130 to Nixon Drive","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",45157.9,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0407501,"RT 38 MP 0.0-6.55 PAVEMENT","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{99807552-E18D-E94C-FBAE-6A6DF20376FF},,,340022108M00131,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",11734662,09/04/2014,"ROUTE 37 EB OVER MATHIS BRIDGE PODI FINANCE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,003791852,"SCHIAVONE CONSTRUCTION CO. LLC","","150 MEADOWLANDS PKWY 3RD FL","SECAUCUS","NJ",070942304,"09",USA,"","SECAUCUS","NJ",070942304,09,USA,463691526,"",3562.84,10/16/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1508510,"RT 37 EB MATHIS BRIDGE OVER BA","","",10,2015,2016,"Joseph M LoCurto",774000.00,"Anthony  Del Vescovo",439584.00,"Mary  Libassi",391338.00,"Massimo E Viti",367678.00,"SCHIAVONE CONSTRUCTION CO. LLC",360816.00,"","20.205"
{5FADE637-74E2-5F49-9912-CD34B3EF0B28},,,340029171M00131,"sg",01/06/2016,"10","2015","","","MIDDLESEX                ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",4070770,03/19/2014,"ROUTE 18 BRIDGE over ROUTE 1","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,807887364,"IH ENGINEERS, P.C.","","103 COLLEGE RD E STE 100","PRINCETON","NJ",085406611,"12",USA,"","PRINCETON","NJ",085406611,12,USA,807887364,"",166511.55,10/28/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1212524,"RT. 18 BRIDGE OVER RT. 1","","",10,2015,2016,"",,"",,"",,"",,"IH ENGINEERS, P.C.",,"","20.205"
{CEF8082D-B496-E98D-3E44-EB075D2290E8},,,340029171M00132,"sg",01/06/2016,"10","2015","","","MIDDLESEX","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",2043656,03/19/2014,"ROUTE 18 BRIDGE over ROUTE 1","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",99297.1,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1212524,"RT. 18 BRIDGE OVER RT. 1","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{26D6B6E4-794D-D513-53DD-CE7DA61FD24D},,,340033293M00111,"sg",01/06/2016,"10","2015","","","MIDDLESEX","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",201703,08/18/2014,"ROUTE 1NB RAYMOND ROAD to AARON ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,060722241,"NAIK CONSULTING GROUP P.C.","","200 METROPLEX DR","EDISON","NJ",088172601,"06",USA,"","EDISON","NJ",088172601,06,USA,060722241,"",24592.31,10/15/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1201546,"ROUTE 1 NB RAYMOND RD TO AARON","","",10,2015,2016,"",,"",,"",,"",,"NAIK CONSULTING GROUP P.C.",,"","20.205"
{8A920780-2E43-847D-A715-D8FC3B13CC25},,,340037152M00130,"sg",01/06/2016,"10","2015","","","HUNTERDON","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",7473895,04/22/2014,"ROUTE 31 GRAYSROCK ROAD to BRYANTS ROAD (CR 634)","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,834953200,"STAVOLA HOLDING CORPORATION","STAVOLA","175 DRIFT RD","TINTON FALLS","NJ",077249701,"12",USA,"","TINTON FALLS","NJ",077249701,12,USA,,"",108543.95,10/26/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1012529,"ROUTE 31 FROM GRAYSROCK ROAD","","",10,2015,2016,"",,"",,"",,"",,"STAVOLA HOLDING CORPORATION",,"","20.205"
{7E45071F-60A0-E95F-E6C1-013ADDAAF312},,,340037152M00131,"sg",01/06/2016,"10","2015","","","HUNTERDON","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",474450,04/22/2014,"ROUTE 31 GRAYSROCK ROAD to BRYANTS ROAD (CR 634)","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,834953200,"STAVOLA HOLDING CORPORATION","STAVOLA","175 DRIFT RD","TINTON FALLS","NJ",077249701,"12",USA,"","TINTON FALLS","NJ",077249701,12,USA,,"",2747.38,10/26/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1012529,"ROUTE 31 FROM GRAYSROCK ROAD","","",10,2015,2016,"",,"",,"",,"",,"STAVOLA HOLDING CORPORATION",,"","20.205"
